1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,
4674,Texas,TX,20,H8TX20077,(I),Charles A.,Gonzales,"Gonzales, Charles A.",,DEM,16935,100.00%,,,58645,63.62%,,,,
4676,Texas,TX,20,H0TX20066,,Clayton,Trotter,"Trotter, Clayton",,REP,3838,32.46%,2430,71.74%,31757,34.45%,,,,
4677,Texas,TX,20,H0TX20074,,"Joseph ""Jamie""",Martinez,"Martinez, Joseph ""Jamie""",,REP,3510,29.69%,957,28.26%,,,,,,
4678,Texas,TX,20,H0TX20082,,"Charles A., Jr.",Shipp,"Shipp, Charles A., Jr.",,REP,2479,20.97%,,,,,,,,
4679,Texas,TX,20,H0TX20058,,Alan,Strack,"Strack, Alan",,REP,1997,16.89%,,,,,,,,
4681,Texas,TX,20,H8TX28039,,"Michael ""Commander""",Idrogo,"Idrogo, Michael ""Commander""",,LIB,*,,,,1783,1.93%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4684,Texas,TX,21,H6TX21012,(I),Lamar,Smith,"Smith, Lamar",,REP,61923,81.38%,,,162924,68.88%,,,,
4685,Texas,TX,21,H0TX21106,,Stephen,Schoppe,"Schoppe, Stephen",,REP,14166,18.62%,,,,,,,,
4687,Texas,TX,21,H0TX21080,,Lainey,Melnick,"Melnick, Lainey",,DEM,14773,100.00%,,,65927,27.87%,,,,
4689,Texas,TX,21,H6TX21178,,James Arthur,Strohm,"Strohm, James Arthur",,LIB,*,,,,7694,3.25%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4692,Texas,TX,22,H8TX22107,(I),Pete,Olson,"Olson, Pete",,REP,43418,100.00%,,,140537,67.49%,,,,
4694,Texas,TX,22,H0TX22112,,Kesha,Rogers,"Rogers, Kesha",,DEM,7467,52.29%,,,62082,29.82%,,,,
4695,Texas,TX,22,H0TX22104,,Doug,Blatt,"Blatt, Doug",,DEM,3956,27.70%,,,,,,,,
4696,Texas,TX,22,H8TX22180,,"Freddie John, Jr.",Weider,"Weider, Freddie John, Jr.",,DEM,2858,20.01%,,,,,,,,
4698,Texas,TX,22,H0TX22138,,Steven,Susman,"Susman, Steven",,LIB,*,,,,5538,2.66%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4699,Texas,TX,22,H0TX22120,,Dennis,Stout,"Stout, Dennis",,LIB,,,,,,,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4700,Texas,TX,22,H0TX22146,,Johnny,Williams,"Williams, Johnny",,W,,,,,66,0.03%,,,,
4703,Texas,TX,23,H4TX28046,,"Francisco ""Quico""",Canseco,"Canseco, Francisco ""Quico""",,REP,9250,32.16%,7210,52.64%,74853,49.40%,,,,
4704,Texas,TX,23,H0TX23086,,Will,Hurd,"Hurd, Will",,REP,9695,33.71%,6488,47.36%,,,,,,
4705,Texas,TX,23,H0TX23102,,Robert (Doc),Lowry,"Lowry, Robert (Doc)",,REP,6369,22.14%,,,,,,,,
4706,Texas,TX,23,H0TX23110,,Mike,Kueber,"Kueber, Mike",,REP,1990,6.92%,,,,,,,,
4707,Texas,TX,23,H0TX23094,,"Joseph Mack ""Doc""",Gould,"Gould, Joseph Mack ""Doc""",,REP,1459,5.07%,,,,,,,,
4709,Texas,TX,23,H8TX28013,(I),Ciro D.,Rodriguez,"Rodriguez, Ciro D.",,DEM,34104,83.38%,,,67348,44.44%,,,,
4710,Texas,TX,23,H0TX23078,,Miguel,Ortiz,"Ortiz, Miguel",,DEM,6799,16.62%,,,,,,,,
4712,Texas,TX,23,H6TX23174,,Craig T.,Stephens,"Stephens, Craig T.",,IND,,,,,5432,3.58%,,,,
4713,Texas,TX,23,H0TX23128,,Martin,Nitschke,"Nitschke, Martin",,LIB,*,,,,2482,1.64%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4714,Texas,TX,23,H0TX23136,,Jessie,Bouley,"Bouley, Jessie",,LIB,,,,,,,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4715,Texas,TX,23,H2TX23090,,Ed,Scharf,"Scharf, Ed",,GRE,,,,,1419,0.94%,,,,
4718,Texas,TX,24,H4TX24094,(I),Kenny E.,Marchant,"Marchant, Kenny E.",,REP,33283,84.09%,,,100078,81.57%,,,,
4719,Texas,TX,24,H0TX24118,,Frank,Roszell,"Roszell, Frank",,REP,6298,15.91%,,,,,,,,
4721,Texas,TX,24,H0TX24126,,David,Sparks,"Sparks, David",,LIB,*,,,,22609,18.43%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4724,Texas,TX,25,H4TX10028,(I),Lloyd,Doggett,"Doggett, Lloyd",,DEM,29949,100.00%,,,99967,52.82%,,,,
4726,Texas,TX,25,H0TX25073,,Donna,Campbell,"Campbell, Donna",,REP,23955,69.44%,,,84849,44.84%,,,,
4727,Texas,TX,25,H8TX25084,,George,Morovich,"Morovich, George",,REP,10541,30.56%,,,,,,,,
4729,Texas,TX,25,H8TX25100,,Jim,Stutsman,"Stutsman, Jim",,LIB,*,,,,4431,2.34%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4730,Texas,TX,25,H0TX25107,,Cory W.,Bruner,"Bruner, Cory W.",,LIB,,,,,,,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4733,Texas,TX,26,H2TX26093,(I),Michael C.,Burgess,"Burgess, Michael C.",,REP,44047,85.81%,,,120984,67.05%,,,,
4734,Texas,TX,26,H0TX26097,,James,Herford,"Herford, James",,REP,7284,14.19%,,,,,,,,
4736,Texas,TX,26,H0TX26071,,Neil L.,Durrance,"Durrance, Neil L.",,DEM,7450,100.00%,,,55385,30.70%,,,,
4738,Texas,TX,26,H0TX26105,,Mark,Boler,"Boler, Mark",,LIB,*,,,,4062,2.25%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4741,Texas,TX,27,H0TX27061,,R. Blake,Farenthold,"Farenthold, R. Blake",,REP,5921,30.13%,4742,51.33%,51001,47.84%,,,,
4742,Texas,TX,27,H0TX27038,,James,Duerr,"Duerr, James",,REP,6368,32.40%,4496,48.67%,,,,,,
4743,Texas,TX,27,H4TX27030,,William Willie ,Vaden,"Vaden, William Willie ",,REP,4268,21.72%,,,,,,,,
4744,Texas,TX,27,H0TX27053,,Jessica,Puente-Bradshaw,"Puente-Bradshaw, Jessica",,REP,3097,15.76%,,,,,,,,
4746,Texas,TX,27,H2TX27026,(I),Solomon P.,Ortiz,"Ortiz, Solomon P.",,DEM,21948,100.00%,,,50226,47.12%,,,,
4748,Texas,TX,27,H0TX27046,,Ed,Mishou,"Mishou, Ed",,LIB,*,,,,5372,5.04%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4751,Texas,TX,28,H2TX23082,(I),Henry,Cuellar,"Cuellar, Henry",,DEM,48634,100.00%,,,62773,56.35%,,,,
4753,Texas,TX,28,H0TX28044,,Bryan,Underwood,"Underwood, Bryan",,REP,13629,73.99%,,,46740,41.96%,,,,
4754,Texas,TX,28,H0TX28036,,Daniel,Chavez,"Chavez, Daniel",,REP,4792,26.01%,,,,,,,,
4756,Texas,TX,28,H0TX28051,,Stephen,Kaat,"Kaat, Stephen",,LIB,*,,,,1889,1.70%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4757,Texas,TX,28,H8TX28203,,Ross Lynn,Leone,"Leone, Ross Lynn",,LIB,,,,,,,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4760,Texas,TX,29,H2TX29030,(I),Gene,Green,"Green, Gene",,DEM,9567,100.00%,,,43257,64.61%,,,,
4762,Texas,TX,29,H0TX29075,,Roy,Morales,"Morales, Roy",,REP,4137,58.36%,,,22825,34.09%,,,,
4763,Texas,TX,29,H6TX29049,,Eric,Story,"Story, Eric",,REP,1514,21.36%,,,,,,,,
4764,Texas,TX,29,H0TX29083,,Tom,Stevens,"Stevens, Tom",,REP,657,9.27%,,,,,,,,
4765,Texas,TX,29,H0TX29091,,George A.,Young,"Young, George A.",,REP,474,6.69%,,,,,,,,
4766,Texas,TX,29,H0TX29067,,"Frank ""Mazz""",Mazzapica,"Mazzapica, Frank ""Mazz""",,REP,307,4.33%,,,,,,,,
4768,Texas,TX,29,H0TX29109,,Brad,Walters,"Walters, Brad",,LIB,*,,,,866,1.29%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4771,Texas,TX,30,H2TX00015,(I),Eddie Bernice,Johnson,"Johnson, Eddie Bernice",,DEM,23725,100.00%,,,86322,75.74%,,,,
4773,Texas,TX,30,H0TX30040,,Stephen E.,Broden,"Broden, Stephen E.",,REP,3681,49.52%,2126,67.51%,24668,21.64%,,,,
4774,Texas,TX,30,H0TX30057,,Sheldon,Goldstein,"Goldstein, Sheldon",,REP,2809,37.79%,1023,32.49%,,,,,,
4775,Texas,TX,30,H0TX30032,,Charles,Lingerfelt,"Lingerfelt, Charles",,REP,944,12.70%,,,,,,,,
4777,Texas,TX,30,H0TX30065,,J.B.,Oswalt,"Oswalt, J.B.",,LIB,*,,,,2988,2.62%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4780,Texas,TX,31,H2TX31044,(I),John R. ,Carter,"Carter, John R. ",,REP,52321,89.85%,,,126384,82.54%,,,,
4781,Texas,TX,31,H0TX31014,,Raymond,Yamka,"Yamka, Raymond",,REP,5910,10.15%,,,,,,,,
4783,Texas,TX,31,H0TX31022,,Bill,Oliver,"Oliver, Bill",,LIB,*,,,,26735,17.46%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4786,Texas,TX,32,H2TX03126,(I),Pete,Sessions,"Sessions, Pete",,REP,30509,83.71%,,,79433,62.61%,,,,
4787,Texas,TX,32,H0TX32020,,David,Smith,"Smith, David",,REP,5937,16.29%,,,,,,,,
4789,Texas,TX,32,H0TX32012,,Grier,Raggio,"Raggio, Grier",,DEM,7461,100.00%,,,44258,34.88%,,,,
4791,Texas,TX,32,H0TX32038,,John Jay,Myers,"Myers, John Jay",,LIB,*,,,,3178,2.50%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4795,Utah,UT,1,H2UT01094,(I),Rob,Bishop,"Bishop, Rob",,REP,*,,,,135247,69.19%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4796,Utah,UT,1,H0UT01098,,Mike,Ridgway,"Ridgway, Mike",,REP,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4797,Utah,UT,1,H8UT01083,,Morgan E.,Bowen,"Bowen, Morgan E.",,DEM,*,,,,46765,23.93%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4798,Utah,UT,1,H8UT01091,,Kirk D.,Pearson,"Pearson, Kirk D.",,CON,*,,,,9143,4.68%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4799,Utah,UT,1,H0UT01106,,Jared Paul,Stratton,"Stratton, Jared Paul",,LIB,*,,,,4307,2.20%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4802,Utah,UT,2,H0UT02096,(I),Jim,Matheson,"Matheson, Jim",,DEM,23067,67.26%,,,127151,50.49%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4803,Utah,UT,2,H0UT02187,,Claudia,Wright,"Wright, Claudia",,DEM,11227,32.74%,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4805,Utah,UT,2,H0UT02203,,Morgan,Philpot,"Philpot, Morgan",,REP,*,,,,116001,46.06%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4806,Utah,UT,2,H0UT02195,,Neil,Walter,"Walter, Neil",,REP,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4807,Utah,UT,2,H0UT02211,,Ed,Eliason,"Eliason, Ed",,REP,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4808,Utah,UT,2,H0UT02229,,Randall,Hinton,"Hinton, Randall",,CON,*,,,,4578,1.82%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4809,Utah,UT,2,H0UT02153,,Dave,Glissmeyer,"Glissmeyer, Dave",,UN,,,,,2391,0.95%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4810,Utah,UT,2,H0UT02237,,Wayne L.,Hill,"Hill, Wayne L.",,UN,,,,,1726,0.69%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4813,Utah,UT,3,H8UT03089,(I),Jason,Chaffetz,"Chaffetz, Jason",,REP,*,,,,139721,72.32%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4814,Utah,UT,3,H0UT03144,,Karen,Hyer,"Hyer, Karen",,DEM,*,,,,44320,22.94%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4815,Utah,UT,3,H0UT03151,,Douglas,Sligting,"Sligting, Douglas",,CON,*,,,,4596,2.38%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4816,Utah,UT,3,H0UT03169,,Jake,Shannon,"Shannon, Jake",,LIB,*,,,,2945,1.52%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4817,Utah,UT,3,H0UT03177,,Joseph L.,Puente,"Puente, Joseph L.",,UN,,,,,1604,0.83%,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Constitution party conventions were held on May 8, 2010, and the Libertarian convention was held on May 15, 2010.  Convention nominees are noted with an asterisk.",
4839,Vermont,VT,0,H6VT00160,(I),Peter,Welch,"Welch, Peter",,DEM,65920,98.63%,,,154006,64.57%,,,,
4840,Vermont,VT,0,n/a,,,Scattered,Scattered,,W(DEM),913,1.37%,,,,,,,,
4842,Vermont,VT,0,H0VT00106,,Paul D.,Beaudry,"Beaudry, Paul D.",,REP,10797,43.83%,,,76403,32.03%,,,,
4843,Vermont,VT,0,H0VT00114,,John M.,Mitchell,"Mitchell, John M.",,REP,9631,39.10%,,,,,,,,
4844,Vermont,VT,0,H6VT00210,,Keith,Stern,"Stern, Keith",,REP,3545,14.39%,,,,,,,,
4845,Vermont,VT,0,n/a,,,Scattered,Scattered,,W(REP),659,2.68%,,,,,,,,
4847,Vermont,VT,0,n/a,,,Scattered,Scattered,,W(PRO),141,100.00%,,,,,,,,
4849,Vermont,VT,0,H0VT01047,,Gus,Jaccaci,"Jaccaci, Gus",,IND,,,,,4704,1.97%,,,,
4850,Vermont,VT,0,H0VT01021,,Jane,Newton,"Newton, Jane",,SUS,,,,,3222,1.35%,,,,
4851,Vermont,VT,0,n/a,,,Scattered,Scattered,,W,,,,,186,0.08%,,,,
4871,Virginia,VA,1,H8VA01147,(I),"Robert J. ""Rob""",Wittman,"Wittman, Robert J. ""Rob""",,REP,28956,87.96%,,,135564,63.87%,,,,
4872,Virginia,VA,1,H0VA01177,,Catherine T.,Crabill,"Crabill, Catherine T.",,REP,3963,12.04%,,,,,,,,
4874,Virginia,VA,1,H0VA01151,,Krystal M.,Ball,"Ball, Krystal M.",,DEM,*,,,,73824,34.78%,,,"* The political parties may choose to nominate by convention rather than by primary election.  Convention nominees are noted with an asterisk.  The dates of the conventions by Congressional District, if applicable, were:  1st  Democratic 5/8,","2nd Democratic 5/8 (caucus),  3rd Republican 5/22,  5th Democratic 6/5,  7th Democratic 5/15,  9th Democratic 5/15, Republican 5/22."
4875,Virginia,VA,1,H0VA01185,,"G. Gail ""for Rail""",Parker,"Parker, G. Gail ""for Rail""",,IGR,,,,,2544,1.20%,,,,
4876,Virginia,VA,1,n/a,,,Scattered,Scattered,,W,,,,,304,0.14%,,,,
4879,Virginia,VA,2,H0VA02084,,E. Scott,Rigell,"Rigell, E. Scott",,REP,14396,39.50%,,,88340,53.12%,,,,
4880,Virginia,VA,2,H0VA02092,,"Ben, Jr.",Loyola,"Loyola, Ben, Jr.",,REP,9762,26.79%,,,,,,,,
4881,Virginia,VA,2,H0VA02126,,Bert K.,Mizusawa,"Mizusawa, Bert K.",,REP,6342,17.40%,,,,,,,,
4882,Virginia,VA,2,H0VA02118,,Scott W.,Taylor,"Taylor, Scott W.",,REP,2950,8.10%,,,,,,,,
4883,Virginia,VA,2,H0VA02142,,Jessica D.,Sandlin,"Sandlin, Jessica D.",,REP,1620,4.45%,,,,,,,,
4884,Virginia,VA,2,H0VA02076,,Ed C.,Maulbeck,"Maulbeck, Ed C.",,REP,1372,3.76%,,,,,,,,
4886,Virginia,VA,2,H8VA02046,(I),"Glenn C., III",Nye,"Nye, Glenn C., III",,DEM,*,,,,70591,42.45%,,,"* The political parties may choose to nominate by convention rather than by primary election.  Convention nominees are noted with an asterisk.  The dates of the conventions by Congressional District, if applicable, were:  1st  Democratic 5/8,","2nd Democratic 5/8 (caucus),  3rd Republican 5/22,  5th Democratic 6/5,  7th Democratic 5/15,  9th Democratic 5/15, Republican 5/22."
4887,Virginia,VA,2,H0VA02134,,Kenny E.,Golden,"Golden, Kenny E.",,IND,,,,,7194,4.33%,,,,
4888,Virginia,VA,2,n/a,,,Scattered,Scattered,,W,,,,,164,0.10%,,,,
4891,Virginia,VA,3,H6VA01117,(I),"Robert C. ""Bobby""",Scott,"Scott, Robert C. ""Bobby""",,DEM,Unopposed,,,,114754,70.01%,,,,
4892,Virginia,VA,3,H0VA02068,,"C. L. ""Chuck,"" Jr.",Smith,"Smith, C. L. ""Chuck,"" Jr.",,REP,*,,,,44553,27.18%,,,"* The political parties may choose to nominate by convention rather than by primary election.  Convention nominees are noted with an asterisk.  The dates of the conventions by Congressional District, if applicable, were:  1st  Democratic 5/8,","2nd Democratic 5/8 (caucus),  3rd Republican 5/22,  5th Democratic 6/5,  7th Democratic 5/15,  9th Democratic 5/15, Republican 5/22."
4893,Virginia,VA,3,H0VA03108,,James J.,Quigley,"Quigley, James J.",,LIB,,,,,2383,1.45%,,,,
4894,Virginia,VA,3,H0VA03116,,John D.,Kelly,"Kelly, John D.",,IND,,,,,2039,1.24%,,,,
4895,Virginia,VA,3,n/a,,,Scattered,Scattered,,W,,,,,171,0.10%,,,,
4898,Virginia,VA,4,H2VA04052,(I),J. Randy,Forbes,"Forbes, J. Randy",,REP,Unopposed,,,,123659,62.33%,,,,
4899,Virginia,VA,4,H0VA04056,,Wynne V. E.,LeGrow,"LeGrow, Wynne V. E.",,DEM,Unopposed,,,,74298,37.45%,,,,
4900,Virginia,VA,4,n/a,,,Scattered,Scattered,,W,,,,,432,0.22%,,,,
4903,Virginia,VA,5,H0VA05095,,Robert,Hurt,"Hurt, Robert",,REP,17120,48.43%,,,119560,50.81%,,,,
4904,Virginia,VA,5,H0VA05111,,"James K. ""Jim""",McKelvey,"McKelvey, James K. ""Jim""",,REP,9153,25.89%,,,,,,,,
4905,Virginia,VA,5,H0VA05061,,Mike G.,McPadden,"McPadden, Mike G.",,REP,3460,9.79%,,,,,,,,
4906,Virginia,VA,5,H0VA05087,,Kenneth C.,Boyd,"Boyd, Kenneth C.",,REP,2608,7.38%,,,,,,,,
4907,Virginia,VA,5,H0VA05079,,Feda Kidd,Morton,"Morton, Feda Kidd",,REP,1626,4.60%,,,,,,,,
4908,Virginia,VA,5,H0VA05053,,Laurence Paul,Verga,"Verga, Laurence Paul",,REP,802,2.27%,,,,,,,,
4909,Virginia,VA,5,H0VA05103,,Ron L.,Ferrin,"Ferrin, Ron L.",,REP,583,1.65%,,,,,,,,
4911,Virginia,VA,5,H8VA05106,(I),Tom S. P. ,Perriello,"Perriello, Tom S. P. ",,DEM,*,,,,110562,46.99%,,,"* The political parties may choose to nominate by convention rather than by primary election.  Convention nominees are noted with an asterisk.  The dates of the conventions by Congressional District, if applicable, were:  1st  Democratic 5/8,","2nd Democratic 5/8 (caucus),  3rd Republican 5/22,  5th Democratic 6/5,  7th Democratic 5/15,  9th Democratic 5/15, Republican 5/22."
4912,Virginia,VA,5,H0VA05129,,Jeffrey A.,Clark,"Clark, Jeffrey A.",,IND,,,,,4992,2.12%,,,,
4913,Virginia,VA,5,n/a,,,Scattered,Scattered,,W,,,,,185,0.08%,,,,
4916,Virginia,VA,6,H2VA06115,(I),"Robert W. ""Bob""",Goodlatte,"Goodlatte, Robert W. ""Bob""",,REP,Unopposed,,,,127487,76.27%,,,,
4917,Virginia,VA,6,H0VA06036,,Jeffrey W.,Vanke,"Vanke, Jeffrey W.",,IND,,,,,21649,12.95%,,,,
4918,Virginia,VA,6,H0VA06028,,Stuart M.,Bain,"Bain, Stuart M.",,LIB,,,,,15309,9.16%,,,,
4919,Virginia,VA,6,n/a,,,Scattered,Scattered,,W,,,,,2709,1.62%,,,,
4922,Virginia,VA,7,H0VA07042,(I),Eric I.,Cantor,"Cantor, Eric I.",,REP,Unopposed,,,,138209,59.22%,,,,
4923,Virginia,VA,7,H0VA07083,,"Rick E., Jr.",Waugh,"Waugh, Rick E., Jr.",,DEM,*,,,,79616,34.11%,,,"* The political parties may choose to nominate by convention rather than by primary election.  Convention nominees are noted with an asterisk.  The dates of the conventions by Congressional District, if applicable, were:  1st  Democratic 5/8,",
